,Company,Menu
1837,Doner Kebab,Pita Cheese Toast - Beef + F.Fries + Soft Drink
1838,Doner Kebab,Pita Cheese Toast - Lamb + F.Fries + Soft Drink
1839,Doner Kebab,Pita Beef Grill + F.Fries + Soft Drink
1840,Doner Kebab,Pita Fried Chicken + F.Fries + Soft Drink
1841,Doner Kebab,Pocket Mozarella - Chicken
1842,Doner Kebab,Pocket Mozarella - Beef
1843,Doner Kebab,Pocket Mozarella - Lamb
1844,Doner Kebab,Pocket Meat Lover - Chicken
1845,Doner Kebab,Pocket Meat Lover - Beef
1846,Doner Kebab,Pocket Meat Lover - Lamb
1847,Doner Kebab,Pita Cheese Toast - Chicken
1848,Doner Kebab,Pita Cheese Toast - Beef
1849,Doner Kebab,Pita Cheese Toast - Lamb
1850,Doner Kebab,Pita Beef Grill
1851,Doner Kebab,Pita Fried Chicken
1868,Doner Kebab,Soft Drink Can 250 Ml
1869,Doner Kebab,Cola Cola
1873,Doner Kebab,Milo
1882,Doner Kebab,Nasi Kebuli - Lamb
1883,Doner Kebab,Nasi Kebuli - Beef
1884,Doner Kebab,Nasi Kebuli - Chicken
1885,Doner Kebab,Beef Grill + French Fries
1886,Doner Kebab,Fish n Chips
1887,Doner Kebab,Spaghetti Bolognese
1888,Doner Kebab,Fried Chicken (1 Pcs)
1889,Doner Kebab,Fried Chicken (2 Pcs)
1890,Doner Kebab,French Fries
1892,Doner Kebab,Beef Kebab - R
1893,Doner Kebab,Beef Kebab - L
1894,Doner Kebab,Chicken Kebab - R
1895,Doner Kebab,Chicken Kebab - L
1896,Doner Kebab,Lamb Kebab - R
1897,Doner Kebab,Lamb Kebab - L
1898,Doner Kebab,Mixed Kebab - R
1899,Doner Kebab,Mixed Kebab - L
1900,Doner Kebab,Fish Kebab - Reguler
1901,Doner Kebab,Vegetarian Kebab - R
1902,Doner Kebab,Vegetarian Kebab - L
1903,Krispy Kreme,Special Hampers
1907,Krispy Kreme,Promo Dozen & Drinks
1908,Krispy Kreme,Menu 1
1909,Krispy Kreme,Menu 3
1910,Krispy Kreme,Menu 2
1911,Krispy Kreme,Special Hampers
1915,Krispy Kreme,Promo Dozen & Drinks
1916,Krispy Kreme,1 lusin Original Glazed
1917,Krispy Kreme,1 lusin Premium Assorted Doughnut
1918,Krispy Kreme,1 lusin Mixed Assorted Doughnut
1919,Krispy Kreme,1 lusin Basic Assorted Doughnut
1920,Krispy Kreme,1/2 lusin Original Glazed
1921,Krispy Kreme,1/2 lusin Premium Assorted Doughnut
1922,Krispy Kreme,1/2 lusin Mixed Assorted Doughnut
1923,Krispy Kreme,1/2 lusin Basic Assorted Doughnut
1924,Krispy Kreme,Menu 1
1925,Krispy Kreme,Menu 3
1926,Krispy Kreme,Menu 2
1932,Krispy Kreme,Buy 1 Get 1 Promo
1933,Krispy Kreme,Buy 1 Get 1
1934,Krispy Kreme,Krispy Kreme CFW
1935,Krispy Kreme,Chocolate Glazed is BACK!
1936,Krispy Kreme,Merchandise Package 1
1937,Krispy Kreme,Merchandise Package 2
1938,Krispy Kreme,Merchandise Package 3
1939,Krispy Kreme,Happiness Delight
1940,Krispy Kreme,BUY 12 GET 12 DOUGHNUT
1941,Krispy Kreme,BUY 12 GET 12 BASIC DOUGHNUT
1942,Krispy Kreme,BUY 12 GET 12 PREMIUM DOUGHNUT
1943,Krispy Kreme,Magical Doughnut Décor Kit
1944,Krispy Kreme,Krispy Kreme Doughnut Décor
1945,Krispy Kreme,Krispy Kreme Doughnut Décor Rainbow
1946,Wingstop,GRAB WINGSTOP CHICKEN I
1947,Wingstop,GRAB WINGSTOP CHICKEN II
1948,Wingstop,GRAB WINGSTOP CHICKEN III
1949,Wingstop,GRAB WINGSTOP CHICKEN IV
1950,Wingstop,GRAB WINGSTOP CHICKEN V
1951,Wingstop,GRAB WINGSTOP CHICKEN VI
1955,Wingstop,Wingstop Chicken 1 pc
1956,Wingstop,Wingstop Chicken 5 pcs
1957,Wingstop,Wingstop Chicken 10 pcs
1960,Wingstop,Chicken Meal Fries 1
1961,Wingstop,Chicken Meal Fries 2
1964,Wingstop,GRAB WINGSTOP CHICKEN I
1965,Wingstop,GRAB WINGSTOP CHICKEN II
1966,Wingstop,GRAB WINGSTOP CHICKEN III
1967,Wingstop,GRAB WINGSTOP CHICKEN IV
1968,Wingstop,GRAB WINGSTOP CHICKEN V
1969,Wingstop,GRAB WINGSTOP CHICKEN VI
1970,Wingstop,Boneless Wings 7 Pcs
1971,Wingstop,Crunchy Wings 7 pcs
1972,Wingstop,Classic Wings 7 pcs
1978,Wingstop,Mixed Wings Meal
1979,Wingstop,Crunchy Wings Meal
1982,Wingstop,Mixed Wings Meal
1983,Wingstop,Crunchy Wings Meal
1985,Wingstop,Mixed Wings Meal
1986,Wingstop,Crunchy Wings Meal
1988,Wingstop,Boneless Wings Meal
1989,Wingstop,Classic Wings Meal
1990,Wingstop,Flavor Krezz Krezz
1996,Wingstop,Flavor Corn
1997,Wingstop,Spicy Voodoo Fries
1998,Wingstop,Cheesy Voodoo Fries
1999,Wingstop,Cheese Fries
2000,Wingstop,Skin On Fries
2001,Wingstop,Mushroom Fritters
2002,Wingstop,Onion Rings
2003,Wingstop,Chicken Bites
2004,Wingstop,Chicken Soup
2008,Wingstop,Veggie Sticks
2010,Wingstop,Churros 5 pcs
2011,Wingstop,Chicken Wrap
2012,Wingstop,Double Choco Melt
2013,Wingstop,Party Set 12 pcs
2014,Wingstop,Party Set 28 pcs
2015,Wingstop,Blewah Delight
2016,Wingstop,Flavor Blast
2018,Wingstop,Soft Drink
2027,Richeese Factory,Free Reusable Bag Richicken 8pcs
2028,Richeese Factory,Pahe Richicken
2029,Richeese Factory,Pahe Fire Flying Chicken
2030,Richeese Factory,Pahe Fire Chicken
2031,Richeese Factory,Fire Gangnam Chicken
2033,Richeese Factory,Fire Gangnam Burger - Chicken
2034,Richeese Factory,Fire Gangnam Friend Fries
2036,Richeese Factory,Fire Gangnam Bites
2037,Richeese Factory,Fire Gangnam Burger - Beef
2038,Richeese Factory,Richeese Mi Instan (Lev 5)
2039,Richeese Factory,Richeese Mi Instan (Lev 0-3)
2040,Richeese Factory,Cake In A Cup - Tiramisu
2043,Richeese Factory,Buy 1 Get 1 AMO Drink
2045,Richeese Factory,Free Reusable Bag Richicken 8pcs
2055,Richeese Factory,Big Eight Fire Flying Chicken / Richicken
2056,Richeese Factory,Big Four Fire Flying Chicken / Richicken
2057,Richeese Factory,Big Eight Fire Chicken
2058,Richeese Factory,Big Four Fire Chicken
2059,Richeese Factory,Big Five Fire Flying Chicken / Richicken
2060,Richeese Factory,Big Five Fire Chicken
2068,Richeese Factory,Rich Burger - Chicken
2069,Richeese Factory,Fire Burger Chicken (Atomic/Nuclear)
2074,Richeese Factory,Rich Burger - Beef
2075,Richeese Factory,Fire Burger Beef (Atomic/Nuclear)
2080,Richeese Factory,Cheesy Cream Soup
2081,Richeese Factory,Fire Wedges
2082,Richeese Factory,Fire French Fries
2083,Richeese Factory,French Fries
2084,Richeese Factory,Perkedel
2085,Richeese Factory,Potato Pompom
2086,Richeese Factory,Cheese Crackling
2087,Richeese Factory,Richicken 1Pcs
2088,Richeese Factory,Fire Wings 3Pcs
2089,Richeese Factory,Fire Wings 6Pcs
2090,Richeese Factory,Fire Chicken 1pcs
2091,Richeese Factory,Fire Chicken 8Pcs
2092,Richeese Factory,Fire Chicken 3pcs
2093,Richeese Factory,Fire Chicken 5pcs
2094,Richeese Factory,Richicken 3pcs
2095,Richeese Factory,Richicken 5pcs
2096,Richeese Factory,Fire Flying Chicken 3pcs
2097,Richeese Factory,Fire Flying Chicken 5pcs
2098,Richeese Factory,Fire Flying Chicken 8pcs
2099,Richeese Factory,Drum Stick Fire Chicken 2pcs
2100,Richeese Factory,Drum Stick Richicken 2pcs
2101,Richeese Factory,Drum Stick Fire Flying Chicken 2pcs
2102,Richeese Factory,Fire Flying Chicken 1 Pcs
2103,Richeese Factory,Fire Flying Chicken
2107,Richeese Factory,Pink Lava 1L
2108,Richeese Factory,Fruitarian Drink
2109,Richeese Factory,Fruitarian Drink 1L
2110,Richeese Factory,Pink Lava
2116,Taco Bell,Naked Chicken Plus
2117,Taco Bell,Party Pack 4
2118,Taco Bell,Taco Supreme Deal
2119,Taco Bell,Purple Bag
2120,Taco Bell,Party Pack 2
2121,Taco Bell,Party Pack 1
2122,Taco Bell,Bell 10
2123,Taco Bell,Bell 1
2124,Taco Bell,Bell 1 A
2125,Taco Bell,Bell 2
2126,Taco Bell,Bell 3
2127,Taco Bell,Bell 4
2128,Taco Bell,Bell 5
2129,Taco Bell,Bell 6
2130,Taco Bell,Bell 7
2131,Taco Bell,Bell 8
2132,Taco Bell,Bell 9
2133,Taco Bell,Crunchy Taco Supreme
2134,Taco Bell,Cheesy Burrito
2135,Taco Bell,2 Crunchy Taco Supreme
2136,Taco Bell,Chicken Quesadilla
2137,Taco Bell,2 Soft Taco Supreme
2138,Taco Bell,2 Kickin' Chicken Tacos
2139,Taco Bell,Kickin' Chicken Taco
2140,Taco Bell,Soft Taco Supreme
2141,Taco Bell,Crunchy Taco
2142,Taco Bell,Grilled Stuft Burrito
2143,Taco Bell,Soft Taco
2144,Taco Bell,Chickstar
2145,Taco Bell,Naked Chicken Taco
2146,Taco Bell,Loaded Griller
2147,Taco Bell,Loaded Fries
2148,Taco Bell,Loaded Nachos
2151,Taco Bell,Creamy Ranch
2152,Taco Bell,Creamy Jalapeno
2154,Taco Bell,Sour Cream
2155,Taco Bell,Pico De Gallo Salsa
2156,Taco Bell,Avocado Guacamole
2158,Taco Bell,Sambal Korek
2160,Taco Bell,Lemonade
2163,Taco Bell,Cola Lemonade
2164,Taco Bell,Pink Lemonade
2168,Taco Bell,Cheesy Roll
2169,Taco Bell,Rendang Burrito
2170,Taco Bell,Mexican Wings 8
2172,Taco Bell,Mexican Wings 4
2173,Taco Bell,Aqua Still
2174,Taco Bell,Peanut Butter Milkshake
2175,Taco Bell,Chocolate Milkshakes
2176,Taco Bell,Very Berry Milkshakes
2177,Taco Bell,Mojito
2178,Taco Bell,Apple Mojito
2179,Taco Bell,Lychee Mojito
2180,Taco Bell,Strawberry Mojito
2183,Taco Bell,Coffee Lemonade
2187,Taco Bell,Espresso
2189,Taco Bell,Americano
2190,Taco Bell,Cappucino
2195,Taco Bell,Cinnamon Tostada
2196,Taco Bell,Chocodilla
2197,Taco Bell,Nacho Fries
2198,Taco Bell,Cheesy Chips
2199,Taco Bell,Cheese Quesadilla
2200,Taco Bell,Fries
2201,Subway,Subway Hampers A
2203,Subway,Subway Hampers B
2204,Subway,Breaded Chicken & Aqua
2205,Subway,Subway Hampers C
2206,Subway,Subway Hampers A
2207,Subway,Subway Hampers B
2208,Subway,Subway Hampers C
2210,Subway,Breaded Chicken & Aqua
2212,Subway,Veggie Delight
2213,Subway,Roasted Chicken
2214,Subway,BBQ Chicken
2215,Subway,Chicken Teriyaki
2216,Subway,Tuna Mayo
2217,Subway,Italian BMT
2218,Subway,Spicy Italian
2219,Subway,Meatball Marinara
2221,Subway,Roast Beef
2222,Subway,Wrap - Veggie Delight
2224,Subway,Wrap - BBQ Chicken
2225,Subway,Wrap - Chicken Teriyaki
2226,Subway,Wrap - Roasted Chicken
2227,Subway,Wrap - Tuna Mayo
2228,Subway,Wrap - Italian BMT
2229,Subway,Wrap - Spicy Italian
2230,Subway,Wrap - Meatball Marinara
2232,Subway,Wrap - Roast Beef
2233,Subway,Egg Mayo
2234,Subway,Wrap - Egg Mayo
2235,Subway,Wrap - Veggie Delight
2274,Subway,R Minute Maid Pulppy
2276,Subway,Meatball Marinara Bowl
2277,Subway,Choco Chips Cookies
2278,Subway,Double Choco Cookies
2279,Subway,White Choc Macadamia Cookies
2280,Subway,Oatmeal Raisin Cookies
